	SRR1267943	SRR1267944	SRR1267945	SRR1267946	SRR1267947	SRR1267948	SRR1267949	SRR1267950	SRR1267951	SRR1267952	SRR1267953	SRR1267954	SRR1267955	SRR1267956	SRR1267957	SRR1267959	SRR1267960	SRR1267961	SRR1267962	SRR1267963	SRR1267964	SRR1267965	SRR1267966	SRR1267967	SRR1267968	SRR1267969	SRR1267970	SRR1267971	SRR1267972	SRR1267973	SRR1267974	SRR1267975	SRR1267976	SRR1267977	SRR1267978	SRR1267979	SRR1267980	SRR1267981	SRR1267982	SRR1267983	SRR1267984	SRR1267985	SRR1267986	SRR1267987	SRR1267988	SRR1267989	SRR1267990	SRR1267991	SRR1267958
ENSMUSG00000021922_Itih4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	858.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028965_Tnfrsf9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000020152_Actr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16365.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000049744_Arhgap15	0.0	0.0	297.32	176.79	88.1	257.16	0.0	106.28	421.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.02	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.87	0.0
ENSMUSG00000069793_Slfn9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000038838_Vars2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	8996.38	0.0	0.0
ENSMUSG00000031481_Tpte	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	416.31	0.0	0.0	0.0	0.0	0.0	0.0	336.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000048960_Prex2	0.0	0.0	0.0	4211.13	0.0	0.0	0.0	0.0	0.0	0.0	137.14	0.0	185.18	131.75	0.0	0.0	519.77	0.0	0.0	0.0	0.0	3062.06	400.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	92.95	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000006522_Itih3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000090222_Gm16340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000094024_Gm20579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022629_Kif21a	2864.16	2326.75	0.0	656.18	432.98	285.31	6341.16	250.64	764.27	117.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	647.66	13.3	1.71	2263.49	11.77	0.0	0.0	0.0	2.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.77	0.0	0.0
ENSMUSG00000021767_Kat6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1824.22	0.0	0.0	1116.56	446.43	3712.54	0.0	1251.61	0.0	3332.76	473.27	411.06	0.0	0.0	0.0	0.0	0.0	763.47	0.0	2518.8	10712.43	821.47	629.48	316.6	363.27	1109.79	823.51	750.77	1012.0	294.53	383.75	0.0	3343.82	965.91	0.0	2749.31	501.74	0.0	389.69	619.99
ENSMUSG00000061603_Akap6	0.0	0.0	0.0	0.0	0.0	302.71	0.0	119.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000031969_Acad8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2169.27	0.0	0.0	0.0	2588.82	0.0	0.0	1424.37	0.0	0.0	0.0	5.36	0.0	0.0	0.0	96.18	37.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9885.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000010453_Kansl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1619.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1528.66	3009.9	0.0	5601.67	0.0	2845.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000002546_Golga2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1446.92	1912.04	0.0	7036.66	0.0	0.0	0.0	0.0	0.0	0.0	1151.43	65.95	707.03	0.0	0.0	0.0	3114.09	0.0	1082.01	0.0	0.0	0.0	0.0	1201.36	0.0	0.0	0.0	42.64	0.0	0.0	0.0	0.0	0.0	702.69	0.0	1201.24	37.8
ENSMUSG00000038644_Pold1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34180.31	0.0	0.0
ENSMUSG00000036196_Slc26a8	30.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1963.08	102.99	2484.82	0.0	22.46	0.0	0.0	0.0	0.0	55.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	385.01	0.0	647.94	207.91	607.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	640.1	0.0	0.0	1249.29	4148.12	0.0	0.0
ENSMUSG00000017843_Ppp2r5c	0.0	0.0	0.0	0.0	0.0	1867.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	590.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000055319_Sec23ip	0.0	0.0	12020.93	5235.53	1372.14	0.0	0.0	3780.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8465.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2076.01	8051.34	0.0	5870.44	0.0	4402.84	0.0	0.0	0.0	0.0	0.0	0.0	1388.3	0.0	0.0	914.78	0.0	0.0	0.0
ENSMUSG00000061535_C1qtnf7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000042256_Ptchd4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000057606_Colq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5050.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000041975_Mettl8	0.0	0.0	37.15	284.5	0.0	0.0	0.0	509.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	379.16	0.0	250.73	0.0	107.03	0.0	0.0	0.0	0.0	4.34	0.0	0.0	3.6	0.0	0.0	256.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000026043_Col3a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000042807_Hecw2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.51	25.18	0.0	0.0	114.52	0.0	0.0	0.0	98.08	0.97	0.0	0.0	0.0	0.0	18.32	0.0	0.0	0.0	5.61	0.0	98.17	0.0	0.0	2.35	19.08	0.0	0.0	3.7	0.0	0.0	0.0	0.0	0.0	1.91	0.0	7.36	4.75
ENSMUSG00000038372_Gmds	1122.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000037656_Slc20a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.8	0.0	48.4	0.0
ENSMUSG00000063558_Aox1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023914_Mep1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018507_Trpv2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4579.47	0.0	0.0	1445.4	438.21	0.0	0.0	1002.34	0.0	180.28	965.02	2180.17	0.0	0.0	0.0	0.0	0.0	220.41	0.0	994.09	0.0	1958.5	505.08	619.05	2765.87	338.49	312.71	1730.72	0.0	733.5	622.19	0.0	248.82	0.0	0.0	1979.17	124.44	0.0	134.25	8562.84
ENSMUSG00000021262_Evl	0.0	0.0	0.0	3327.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	415.52	0.0	0.0	0.0	2.36	7.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.98	0.0	0.0
ENSMUSG00000029134_Plb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000075296_Aldh3b2	0.0	0.0	5326.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	625.32	0.0	0.0	0.0
ENSMUSG00000029554_Mad1l1	0.0	0.0	0.0	7312.45	3485.44	0.0	0.0	0.0	0.0	0.0	0.0	5582.47	0.0	0.0	0.0	0.0	0.0	10519.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2333.08	836.06	202.35	1910.75	0.0	0.0	0.0	0.0	0.0	1104.37	0.0	547.76	1496.58	251.67	2282.03	0.0
ENSMUSG00000050315_Synpo2	0.0	0.0	8.76	2.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000089911_Hiat1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45007.56	0.0	0.0	30284.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110086.93	0.0	90980.93	76484.77	24007.62	0.0	0.0	0.0	0.0	16944.62	39772.97	0.0	0.0	33541.17	80658.85	0.0	41408.58	48937.01	0.0	0.0	0.0	0.0	0.0	20606.52	26122.9	23009.3	0.0
ENSMUSG00000023959_Clic5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000071984_Fndc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000021187_Tc2n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2328.03	0.0	0.0	0.0	0.0
ENSMUSG00000000028_Cdc45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33602.59	45032.07	0.0	0.0	56690.82	0.0	43250.46	0.0	22179.59	0.0	109964.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28273.33	0.0	24525.62	0.0	0.0	29046.21	0.0	22472.29	55676.64	0.0	0.0	0.0	18145.44	0.0	52355.0	14419.05	0.0	19350.39	0.0
ENSMUSG00000027048_Abcb11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000078793_Gm5155	0.0	0.0	0.0	0.0	16.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000071632_2510002D24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000052613_Pcdh15	0.0	0.0	0.0	0.0	34.11	0.0	0.0	20.52	0.0	0.0	0.0	0.0	0.0	0.0	3.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.92
ENSMUSG00000022603_Mroh4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024973_Hrasls5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	989.89	645.33	0.0	0.0	181.84	0.0	0.0	0.0	0.0	0.0	1060.7	0.0	4350.67	0.0	0.0
ENSMUSG00000033788_Dysf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000061665_Cd2ap	4033.69	0.0	0.0	3218.86	940.22	3895.33	0.0	1293.9	0.0	5859.28	0.0	0.0	3097.14	0.0	0.0	0.0	3576.77	0.0	6343.26	0.0	0.0	1851.96	3031.5	13678.15	5136.8	0.0	0.0	0.0	6418.07	0.0	2574.95	2128.84	1922.46	0.0	1165.09	0.0	0.0	0.0	0.0	1181.3	0.0	0.0	0.0	0.0	0.0	1217.56	10466.99	1741.03	5192.01
ENSMUSG00000020903_Stx8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1611.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3081.68
ENSMUSG00000053368_Rxfp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000041633_Kctd12b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000078787_Cyp2t4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10909.28	2667.84	6407.31	171.93	0.0	526.33	0.0	0.0	0.0	3295.11	0.0	1104.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6989.19	0.0	0.0	0.0
ENSMUSG00000098112_Bin2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	653.64	0.0
ENSMUSG00000086636_Gm12949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	283.32	0.0	0.0	0.0	0.0
ENSMUSG00000026596_Abl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1330.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000035258_Abi3bp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.26	0.0	17.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000052534_Pbx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2263.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.49
ENSMUSG00000025579_Gaa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14980.8	0.0	0.0	32.07	26.73	0.0	0.0	550.75	0.0	0.0	0.0	0.0	0.0	11033.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3937.16	5191.19	8571.36	3359.32	0.0	7873.43	6733.44	2177.83	6888.78	4077.94	0.0	0.0	0.0	0.0	0.0	6261.55	11976.75	0.0	4723.59
ENSMUSG00000066440_Zfyve26	2963.42	0.0	0.0	840.27	0.0	1681.74	0.0	0.0	0.0	0.0	0.0	0.0	462.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	808.39
ENSMUSG00000004668_Abca13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	198.46	0.0	0.0	0.0	151.06	0.0	945.53	322.09	0.0	275.34	0.0	0.0	84.71	0.0	0.0	0.0	0.0	174.07	0.0	4.14	769.47	151.78	119.87	28.88	9.98	0.35	160.66	21.78	0.0	5.94	9.09	0.0	17.82	60.09	0.0	0.94	138.82	44.21	116.46	40.79
ENSMUSG00000091206_Vmn2r91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01	2.42	0.0	0.0	20.62	0.0	0.0	0.0	0.0	0.0	9.8	0.0	1.5	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
