	SRR925703	SRR925714	SRR925716	SRR925726	SRR934637	SRR925697	SRR934636	SRR925689	SRR925690	SRR925691	SRR925692	SRR925702	SRR925707	SRR925708	SRR925709	SRR925710	SRR925713	SRR925715	SRR925717	SRR934638	SRR934639	SRR925706	SRR925693	SRR925694	SRR925695	SRR925696	SRR925698	SRR925699	SRR925700	SRR925701	SRR925704	SRR925705	SRR925711	SRR925718	SRR925723	SRR925724	SRR925725	SRR925727	SRR925729	SRR925735	SRR925736	SRR925740	SRR925741	SRR925742	SRR934631	SRR934632	SRR934633	SRR934640	SRR934641	SRR934642	SRR934643	SRR934644	SRR934645
ENSG00000137936_BCAR3	492.3	336.48	298.77	0.0	0.0	556.14	1917.27	381.85	0.0	262.05	284.11	134.94	0.0	178.86	0.0	146.64	304.41	121.24	367.26	560.14	0.0	93.09	358.69	0.0	88.99	101.13	0.0	63.73	93.67	125.81	186.42	212.09	72.32	87.07	42.61	90.49	198.83	131.79	122.29	500.49	228.34	106.76	193.99	156.71	153.59	140.51	116.65	0.0	0.0	554.56	236.32	0.0	160.82
ENSG00000139915_MDGA2	5.6	25.9	0.5	2.93	0.0	0.0	24.12	0.0	0.0	0.0	0.0	3.49	0.0	0.0	0.0	3.93	3.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.76	0.0	0.0	0.0	0.0	0.0	0.0	8.0	11.62	0.0	0.0	0.0	0.0
ENSG00000102547_CAB39L	54.36	151.07	70.49	224.88	1256.13	212.8	457.32	39.11	65.47	98.99	68.21	104.74	466.54	40.3	39.37	314.26	73.84	2305.13	213.11	124.47	232.64	207.95	1369.36	178.23	1097.91	831.82	2089.39	291.58	214.16	188.39	401.54	342.33	195.66	244.56	821.56	391.02	3006.41	1361.2	0.0	215.56	861.86	414.78	816.25	192.73	346.98	404.86	540.63	741.44	1134.91	2443.36	659.99	0.0	124.67
ENSG00000175826_CTDNEP1	0.0	0.0	21602.64	0.0	0.0	0.0	0.0	0.0	42422.09	28464.43	32770.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33739.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12175.28	0.0	0.0
ENSG00000236320_SLFN14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000130816_DNMT1	5089.58	5461.29	4143.53	8366.95	0.0	5594.2	0.0	4017.31	0.0	3072.84	3243.51	3160.33	1112.1	5127.33	3572.04	5872.9	4915.35	2018.26	10286.93	1939.55	0.0	3317.6	0.0	1704.43	6391.07	1911.99	5141.56	1769.99	1786.62	1400.02	0.0	1865.53	2012.01	4785.71	4119.71	1432.14	2474.62	4886.39	0.0	1950.66	1845.77	0.0	1089.14	1265.03	0.0	2051.38	1487.06	1401.16	0.0	0.0	1829.56	0.0	2239.56
ENSG00000110900_TSPAN11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.14	0.0	0.0	31.09	0.0	0.0	0.0	10.18	0.0	10.12	0.0	0.0	0.0	0.0	0.0	782.36	0.0	0.0	0.0	15.9	0.0	0.0	0.0	0.0	0.0	0.0	9.55	0.0	0.0	0.0	0.0	0.0	0.0	8.33	0.0	0.0
ENSG00000261024_GS1-279B7.1	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000166503_HDGFRP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000127481_UBR4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2592.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1910.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224592_RP5-884C9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000164176_EDIL3	0.0	0.0	0.0	0.0	0.0	531.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000130255_RPL36	0.0	0.0	18140.65	22902.37	0.0	20943.78	0.0	0.0	0.0	12236.76	0.0	9498.22	33482.93	10321.1	10251.64	0.0	0.0	0.0	0.0	30046.21	0.0	0.0	0.0	8992.44	4921.96	6318.29	13378.04	9349.34	0.0	8313.37	0.0	8879.74	0.0	18646.19	12561.09	0.0	0.0	0.0	0.0	0.0	12710.76	0.0	0.0	0.0	0.0	31593.12	0.0	0.0	0.0	42720.02	0.0	0.0	0.0
ENSG00000028277_POU2F2	16.37	9.08	46.56	11.36	0.0	4.97	13.95	29.23	0.0	8.51	8.35	13.57	15.67	4.43	16.99	9.28	4.74	0.91	18.54	0.0	0.0	10.81	0.0	26.35	4.32	0.0	0.0	3.67	10.78	26.34	41.57	8.82	36.93	15.18	9.81	5.46	9.46	5.61	0.0	4.72	0.0	15.27	0.0	13.61	1.93	0.0	0.0	9.0	15.09	96.65	10.37	19.96	21.13
ENSG00000165819_METTL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1422.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000109320_NFKB1	3593.26	1584.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1229.13	0.0	1256.69	0.0	0.0	0.0	0.0	0.0	0.0	2822.85	0.0	0.0	0.0	1461.5	0.0	735.81	0.0	0.0	0.0	0.0	0.0	0.0	1473.95	0.0	0.0	1614.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	977.3
ENSG00000186889_TMEM17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	817.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000087258_GNAO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000253314_LINC00293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000066032_CTNNA2	7.62	0.0	0.08	2.08	0.0	46.65	48.89	0.0	0.93	0.0	0.0	0.0	1.16	0.0	0.0	0.31	0.43	0.06	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	0.0	0.0	1.33	0.76	109.06	0.0	0.0	121.58	4.19	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0
ENSG00000251391_RP11-305P14.1	0.0	0.0	1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	0.0	2.85	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000134769_DTNA	25.53	67.14	105.9	1090.35	2045.16	0.0	0.0	71.28	28.75	17.39	30.65	72.27	687.74	0.0	1.56	376.47	21.47	202.26	0.0	60.22	243.58	33.49	716.32	0.94	1001.07	4751.22	749.33	67.77	119.56	170.57	38.2	757.9	958.09	768.09	1997.54	1234.62	128.26	633.78	0.0	49.51	855.86	50.45	1107.65	451.67	40.27	286.67	722.21	423.74	965.3	0.0	452.13	0.0	0.57
ENSG00000084754_HADHA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3166.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000020577_SAMD4A	0.0	62.62	225.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	489.74	463.22	0.0	0.0	0.0	0.0	0.0	0.0	2851.64	0.0	546.75	178.83	33.88	1067.05	254.6	623.45	0.0	1163.37	50.92	243.4	555.51	0.0	0.0	3.97	176.86	97.74	0.0	372.74	0.0	0.0	4033.62	0.0	0.0	0.0	0.0	3154.55	4845.29	0.0	1377.63	0.0	0.0
ENSG00000197329_PELI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1457.52	294.88	0.0	0.0	0.0	0.0	307.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000164162_ANAPC10	91.55	202.92	40.57	0.0	0.0	56.26	14.8	8.25	0.0	13.15	11.51	32.1	30.8	76.18	63.72	72.65	186.05	78.03	107.63	29.84	92.48	190.79	208.7	8.64	97.55	59.2	148.51	15.58	13.69	20.58	115.38	79.96	88.06	30.11	93.22	52.75	123.08	95.01	44.88	105.52	29.75	0.0	139.8	73.93	0.0	0.0	36.19	38.1	65.68	0.0	13.96	0.0	28.23
ENSG00000102362_SYTL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000103489_XYLT1	67.22	0.0	184.36	0.0	1761.12	0.0	510.11	5.88	0.0	0.0	27.63	0.29	0.0	0.0	26.91	18.57	0.0	10.7	185.44	0.0	0.0	126.75	0.0	64.14	12.94	57.25	0.0	0.75	3.97	0.17	2.19	2.63	38.7	34.56	23.83	53.67	1.16	0.35	84.04	3.56	12.16	8.58	1.94	6.3	2.82	3.53	1.86	0.0	23.31	85.12	32.34	0.0	0.07
ENSG00000253877_RP11-946L20.2	10.49	1.42	9.47	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	108.21	0.0	0.0	1.17	0.39	1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000153443_UBALD1	0.0	831.79	0.0	0.0	0.0	0.0	0.0	0.0	632.67	281.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.95	0.0	0.0	0.0	0.0	0.0	426.78	0.0	564.72	0.0	0.0	167.6	0.0	131.46
ENSG00000222038_POTEJ	0.0	0.0	0.0	0.0	0.0	23.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000166313_APBB1	686.78	2782.58	2083.35	1001.81	11030.54	3493.41	5595.86	72.18	95.62	39.92	28.01	1550.49	4470.18	89.06	399.03	254.66	3034.59	19.54	152.65	1616.88	1166.58	1978.86	2886.41	3257.21	651.54	1048.6	1386.37	341.83	471.07	632.95	527.18	820.77	6546.3	415.18	26.9	5436.88	429.62	71.0	1193.87	237.74	1519.82	868.68	241.08	1113.21	456.49	361.01	197.18	1017.97	1759.87	16187.82	2875.12	382.4	254.79
ENSG00000163629_PTPN13	0.0	1092.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	616.74	0.0	0.0	0.0	1155.22	0.0	0.0	0.0	0.0	0.0	0.0	1722.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000139910_NOVA1	3.24	0.0	8.07	4.16	0.0	46.83	0.0	0.0	0.0	0.0	5.52	0.95	0.0	0.0	0.0	0.48	0.0	0.0	0.0	8.59	16.53	0.0	193.16	0.0	34.09	24.88	49.97	0.0	0.0	0.0	2.63	0.61	112.4	1.27	65.46	869.34	45.35	34.15	0.0	5.5	1.58	0.0	0.69	40.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.07
ENSG00000122420_PTGFR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.15	0.36	0.0	0.0	0.0	0.0	38.12	0.0	0.87	0.0	0.0	0.17	0.28	0.0	0.0	0.0	0.0	0.17	0.27	0.0	0.31	0.0	0.16	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000179088_C12orf42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000251173_UCHL1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000259495_RP11-210M15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000140600_SH3GL3	6.61	168.92	1.72	0.0	35.48	0.0	0.0	14.78	92.2	14.16	11.29	31.84	26.25	2.5	2.93	41.21	92.52	0.0	11.45	1.5	0.0	12.37	0.0	0.0	8.07	2.34	12.04	4.01	6.54	0.76	1.4	5.61	69.75	6.29	7.71	25.79	11.39	35.69	0.0	24.22	6.54	3.8	194.91	12.82	1.81	1.22	1.19	0.0	3.25	58.63	3.98	0.0	0.0
ENSG00000064042_LIMCH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	463.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	324.29	158.11	0.0	0.0	0.0	0.0	0.0	0.0	232.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1944.35	0.0	0.0	1854.38	0.0	0.0	0.0	0.0	121.77	0.0	0.0
ENSG00000105967_TFEC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000255300_RP11-148I19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000115904_SOS1	1883.79	1245.22	686.77	2120.14	0.0	1904.01	0.0	0.0	927.18	781.49	484.98	643.87	954.71	1387.76	847.77	2223.06	2041.57	2133.37	3637.8	790.47	1672.94	3635.16	3279.7	0.0	1624.99	839.55	2862.91	0.0	0.0	209.49	1808.97	1169.02	3777.94	1122.18	2034.62	1227.6	1880.23	3394.32	3324.41	1015.94	665.33	0.0	1484.07	605.06	0.0	0.0	810.98	0.0	0.0	0.0	306.37	0.0	1100.49
ENSG00000204688_OR2H1	24.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1572.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000105954_NPVF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000179314_WSCD1	10.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.34	0.34	3.78	2.97	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.2	0.0	2.17	0.18	7.85	4.95	0.0	0.0	0.0	0.0	0.41	4.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000198848_CES1	12.9	0.0	150.45	31.47	0.0	0.0	0.0	0.0	3292.82	513.31	0.0	0.0	0.0	0.0	625.23	0.0	0.0	3.36	0.0	0.0	0.0	18.82	0.0	105.89	0.0	6.47	0.0	61.38	108.91	8.08	320.13	0.0	3215.72	0.0	0.0	17.03	61.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000269086_CTC-523E23.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000124789_NUP153	2117.06	0.0	1276.45	3909.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	564.06	0.0	0.0	0.0	2404.0	4257.81	1082.73	0.0	776.64	2833.35	0.0	3456.76	0.0	2461.86	1710.64	3639.94	0.0	0.0	0.0	1763.68	0.0	1303.38	1004.76	1698.88	916.19	0.0	0.0	2258.5	1326.35	1277.42	0.0	0.0	0.0	0.0	0.0	0.0	1121.15	0.0	0.0	604.16	0.0	0.0
ENSG00000111344_RASAL1	14.89	1.32	0.0	0.0	0.0	0.0	0.0	205.95	248.43	190.43	168.2	80.79	722.85	112.99	0.0	20.23	72.86	0.0	316.22	0.0	10.92	32.68	781.57	942.02	0.0	180.71	16.83	596.68	178.5	345.24	0.0	6.94	346.39	323.99	70.57	32.24	1125.74	99.26	0.0	676.47	375.62	596.17	25.08	875.92	3148.64	3186.76	1566.33	3441.19	2981.27	329.18	375.91	0.0	176.87
ENSG00000156219_ART3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	726.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000036828_CASR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000123243_ITIH5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000112339_HBS1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	648.2	0.0	0.0	0.0	1255.22	0.0	122.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000024048_UBR2	2709.67	1207.93	615.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1044.44	0.0	0.0	0.0	1252.73	1618.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2145.65	2366.99	3601.62	0.0	0.0	0.0	0.0	0.0	963.47	554.58	1588.98	1047.8	0.0	0.0	0.0	0.0	0.0	0.0	2933.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000172399_MYOZ2	5.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.59	0.0	4.39	2.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.89	0.0	0.0	0.0	0.0
ENSG00000137871_ZNF280D	1469.32	676.48	229.57	932.01	1101.12	444.67	0.0	0.0	359.94	282.92	221.24	0.0	280.38	145.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	771.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000105810_CDK6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	513.44	284.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	541.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209.79	0.0	0.0	124.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000127603_MACF1	4205.27	0.0	3028.87	0.0	0.0	0.0	0.0	1758.35	0.0	1211.02	1407.55	1590.11	0.0	0.0	1625.4	0.0	0.0	1016.78	4055.63	942.39	2387.38	1166.47	2235.98	0.0	0.0	4637.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1254.03	0.0	0.0	0.0	0.0	0.0	3740.8	0.0	0.0	1107.86	0.0	0.0	0.0	0.0	0.0	0.0	1246.34
