	SRR925703	SRR925714	SRR925716	SRR925726	SRR934637	SRR925697	SRR934636	SRR925689	SRR925690	SRR925691	SRR925692	SRR925702	SRR925707	SRR925708	SRR925709	SRR925710	SRR925713	SRR925715	SRR925717	SRR934638	SRR934639	SRR925706	SRR925693	SRR925694	SRR925695	SRR925696	SRR925698	SRR925699	SRR925700	SRR925701	SRR925704	SRR925705	SRR925711	SRR925718	SRR925723	SRR925724	SRR925725	SRR925727	SRR925729	SRR925735	SRR925736	SRR925740	SRR925741	SRR925742	SRR934631	SRR934632	SRR934633	SRR934640	SRR934641	SRR934642	SRR934643	SRR934644	SRR934645
ENSG00000071054_MAP4K4	4852.41	2359.37	919.3	526.57	0.0	609.88	0.0	687.0	1470.37	692.92	604.18	249.61	636.87	1355.11	1047.3	412.2	323.39	305.43	2050.53	91.65	2178.74	253.88	543.58	0.0	637.95	676.88	374.03	0.0	0.0	0.0	50.33	313.64	5.49	47.48	317.12	356.24	358.1	364.38	0.0	87.61	248.13	0.0	85.33	107.22	0.0	0.0	160.97	145.85	268.51	416.23	125.13	0.0	31.84
ENSG00000254138_RP11-152K4.2	7.92	0.0	14.73	0.0	0.0	0.12	0.0	0.0	0.29	0.0	0.0	0.13	0.0	1.68	0.15	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.33	8.44	0.19	0.16	0.0	0.2	0.15	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47
ENSG00000158477_CD1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	969.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187135_VSTM2B	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000111907_TPD52L1	66.52	0.0	16.64	0.0	0.0	0.0	0.44	0.0	0.0	201.9	207.61	76.88	241.09	87.54	0.0	0.0	0.0	0.0	0.0	152.26	0.0	0.0	0.0	150.08	0.0	0.0	0.0	286.79	0.0	0.0	301.3	0.0	16.1	0.0	0.0	0.0	0.0	1181.15	344.0	0.0	0.0	0.0	254.11	0.0	0.0	55.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000119326_CTNNAL1	0.0	0.0	1444.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188517_COL25A1	8.45	3.27	1.28	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.03	0.61	3.61	0.0	0.0	1.95	1.22	0.0	0.0	2.8	2.59	0.0	1.57	0.0	0.0	0.0	0.0	0.23	0.61	0.27	0.0	12.5	24.8	0.0	0.0	0.45	0.47	1.07	2.83	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.41	0.0	0.0	0.0	0.23	0.0	0.0
ENSG00000233723_LINC01122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000075035_WSCD2	0.0	0.0	1.12	0.0	37.64	0.0	0.0	0.0	0.0	0.0	0.3	0.0	21.96	0.0	12.97	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	6.55	148.43	1.33	0.0	0.0	0.0	0.0	0.0	2.58	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	36.25	0.0	0.0
ENSG00000134020_PEBP4	0.0	0.0	10.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0
ENSG00000230510_PPP5D1	0.0	0.0	12.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.64	91.68	0.0	11.27	0.0	0.0
ENSG00000188388_GOLGA6L3	0.0	0.0	343.41	0.0	0.0	0.0	0.0	292.44	359.46	290.46	222.33	238.86	0.0	0.0	227.38	201.87	291.4	186.65	0.0	0.0	0.0	662.61	0.0	284.24	0.0	0.0	567.07	219.19	258.5	256.19	0.0	0.0	0.0	0.0	0.0	0.0	188.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	737.62	1178.57	675.11	296.25	0.0	496.44
ENSG00000227827_RP11-958N24.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1098.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000104635_SLC39A14	0.0	0.0	0.0	50.02	0.0	0.0	0.0	10.57	0.0	12.87	13.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.11	32.8	0.0	0.0	0.0	0.0	0.0	18.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000166326_TRIM44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.65
ENSG00000146842_TMEM209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	482.22	0.0	0.0	734.85	1238.69	2079.68	0.0	0.0	0.0	1947.37	2310.82	2477.22	0.0	0.0	2441.98	0.0	0.0	0.0	0.0	0.0	940.66	0.0	0.0	1223.52	0.0	0.0	0.0	5555.4	637.04	1298.63	0.0	0.0	1042.19	0.0	0.0	0.0	0.0	0.0	0.0	312.49	366.87	0.0
ENSG00000152601_MBNL1	0.0	0.0	0.0	0.0	0.0	352.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	286.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000138698_RAP1GDS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400.15	0.0	0.0	0.0	0.0	0.0	501.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	354.77	0.0	0.0	0.0	0.0	0.0	945.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000075340_ADD2	33.32	6.6	1.03	26.06	0.0	0.0	0.0	1021.61	17.33	11.12	7.49	14.59	103.29	7.47	29.78	0.0	8.4	0.0	0.0	30.92	173.48	1.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.04	8.21	0.75	0.66	0.39	0.41	3.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000137509_PRCP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	626.33	755.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000147381_MAGEA4	3.13	23.16	1.95	0.0	0.0	0.0	1608.42	0.0	0.0	0.0	5.12	0.0	0.0	12316.42	0.0	0.0	0.0	855.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.59	0.0	0.0	41.07	0.0	7.86	0.0	1364.42	0.0	0.0	0.0	17.51	2.37	77.76	0.0	19.67	0.0	7.3	0.0	0.0	6.97	6.77	644.94	666.69	1033.4	69.86	28697.26	17102.09
ENSG00000116132_PRRX1	0.0	0.0	482.73	0.0	0.0	240.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.42	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000150760_DOCK1	642.21	1914.1	251.04	0.0	0.0	285.18	474.79	0.0	0.0	0.0	0.0	927.17	1724.32	1645.49	1104.2	0.0	0.0	0.0	0.0	0.0	0.0	181.86	0.0	0.0	604.67	1847.6	0.0	478.16	464.24	732.37	0.0	1918.04	53.7	0.0	0.0	181.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.55	0.0	0.0	0.0	0.0	242.33	0.0	70.5
ENSG00000162174_ASRGL1	73.83	90.77	8.02	39.53	100.3	131.9	48.41	0.0	0.0	0.0	0.0	0.0	183.87	23.58	50.88	7.92	356.65	0.38	5.29	1.94	7.44	18.36	375.27	191.64	16.73	119.86	1.59	47.98	50.0	0.0	0.89	107.63	59.94	230.12	65.05	272.32	47.77	555.75	0.0	96.43	144.12	0.0	2.53	33.79	0.0	0.0	45.27	0.0	0.0	3319.36	0.0	0.0	0.0
ENSG00000154914_USP43	0.0	197.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	342.12	0.0	0.0	0.0	0.0	281.51	0.0	0.0	0.0	110.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000178078_STAP2	238.25	924.83	45.39	3920.68	0.0	56.11	342.21	9351.44	0.0	9246.72	8397.68	1940.66	10151.02	3871.05	2663.51	8424.79	2861.86	1421.34	2986.79	5187.04	9534.52	7291.24	5610.62	399.64	3504.87	9396.18	10012.56	5715.82	3357.19	3858.33	7515.11	4260.11	563.05	22257.66	10370.48	7376.06	11195.54	5797.83	305.61	2061.35	9169.11	7396.08	1095.12	4616.59	7443.13	6955.73	4616.35	5260.25	9735.9	13098.22	3432.22	4778.34	18.73
ENSG00000166900_STX3	0.0	0.0	109.12	746.24	618.05	198.08	88.46	190.54	295.79	122.77	117.5	138.51	264.22	276.32	237.93	0.0	0.0	420.21	0.0	158.74	0.0	1466.79	0.0	222.23	0.0	875.13	419.88	155.82	70.76	0.0	284.22	692.88	0.0	569.37	575.15	617.91	0.0	0.0	873.76	423.67	0.0	0.0	1254.38	274.64	0.0	0.0	0.0	0.0	0.0	0.0	438.93	0.0	687.71
ENSG00000154319_FAM167A	46.79	107.01	2149.51	206.03	0.0	0.0	0.0	37.5	0.0	0.0	0.0	12.03	177.66	8.67	13.63	8.01	157.55	0.0	97.16	0.0	0.0	358.33	0.0	0.0	0.0	0.0	0.0	13.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000251629_RP11-774D14.1	15.44	0.89	31.69	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	1.36	0.0	39.97	0.0	0.0	0.0	0.0	18.26	0.0	0.0	1.62	0.0	0.0	0.42	3.08	3.13	0.0	0.0	0.0	0.0	0.0	5.35	0.0	1.45	12.11	3.81	28.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000137478_FCHSD2	257.8	216.07	143.78	1453.18	2730.87	512.68	0.0	129.69	100.56	70.59	69.43	61.29	165.21	236.52	159.52	0.0	0.0	0.0	0.0	97.44	415.49	532.51	212.74	74.72	370.71	276.34	0.0	0.0	0.0	86.07	127.06	246.24	73.31	508.28	529.02	115.81	318.73	0.0	0.0	547.75	0.0	0.0	0.0	92.5	0.0	0.0	43.25	0.0	135.7	512.68	119.28	0.0	0.0
ENSG00000172456_FGGY	101.07	30.04	13.61	0.0	0.0	17.1	189.35	24.45	0.0	0.0	0.0	35.56	61.66	17.74	27.17	68.26	58.95	0.0	134.66	0.0	0.0	78.13	0.0	0.0	78.42	61.8	0.0	0.0	0.0	0.0	74.92	55.47	297.6	45.55	79.28	81.67	45.88	98.81	0.0	0.0	0.0	0.0	54.93	33.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000167987_VPS37C	154.77	90.06	63.65	50.49	95.49	24.18	56.66	37.49	60.35	35.07	36.39	40.35	55.93	43.18	72.48	77.84	79.97	15.87	0.0	87.15	0.0	51.93	0.0	99.14	226.31	198.3	77.67	69.23	76.36	89.35	60.62	294.04	116.28	180.03	139.04	86.68	0.0	0.0	103.97	51.06	228.56	83.57	292.81	126.16	171.64	157.56	116.34	225.32	331.69	823.36	119.6	0.0	80.18
ENSG00000173065_FAM222B	58.61	73.62	49.05	553.71	1307.81	35.01	61.49	794.33	980.14	629.76	634.27	253.58	1109.64	314.49	67.49	93.01	68.64	396.37	73.13	380.29	110.93	97.54	77.36	121.48	71.59	122.09	109.19	22.74	131.92	28.37	206.46	255.3	640.12	110.27	77.7	421.22	460.06	545.92	112.01	442.17	82.45	451.92	123.49	325.86	947.53	910.81	143.45	737.02	992.57	759.03	129.65	69.86	615.28
ENSG00000182010_RTKN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.58	38.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.03	23.63	0.0	2.87	1.27	4.92	50.6	33.42	42.41	6.7	44.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.06	0.0
ENSG00000157106_SMG1	7557.48	6039.61	2334.7	2603.81	18019.52	1719.96	2779.52	1639.78	2121.31	917.27	1504.05	1797.26	1327.14	1886.13	3406.13	2055.53	2753.5	1765.3	5719.65	1302.78	3863.45	3041.66	4398.47	762.17	3781.95	2547.04	3768.62	631.53	1116.61	714.81	6150.95	5201.44	711.34	2474.83	2364.63	2624.42	3694.6	9385.98	0.0	1352.65	1325.75	1967.56	3283.21	1448.01	976.15	1021.91	2237.25	1333.93	1701.79	0.0	841.12	1057.88	912.49
ENSG00000069974_RAB27A	456.38	0.0	79.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7	0.0	25.51	164.51	14.32	0.0	0.0	143.53	100.36	99.33	84.32	106.57	31.67	0.0	0.0	0.0	0.0	0.0	0.0	42.4	89.57	0.0	0.0	0.0	86.78	113.38	0.0	29.69	25.91	0.0
ENSG00000153237_CCDC148	3.02	7.6	7.6	0.0	0.0	8.46	0.0	0.0	4.7	0.79	1.9	4.91	0.0	0.0	4.48	0.0	0.0	0.71	8.6	1.64	15.63	2.11	71.32	0.0	0.0	16.68	21.52	1.99	0.66	0.0	28.92	21.73	54.92	5.09	13.63	36.47	48.36	47.1	12.83	7.54	15.93	0.0	29.84	1.42	0.0	0.0	0.0	39.0	52.29	0.0	9.79	0.0	5.07
ENSG00000147130_ZMYM3	0.0	2723.18	0.0	3650.92	0.0	4574.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3411.93	1281.13	2263.25	2845.94	0.0	0.0	1431.05	0.0	0.0	0.0	4004.56	5237.61	0.0	0.0	0.0	2011.93	2042.7	1047.53	0.0	3170.91	2494.09	2051.94	2172.77	0.0	1192.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5699.85	0.0	0.0	0.0	1957.68
ENSG00000279688_RP11-1221G12.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000130958_SLC35D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.7	438.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188641_DPYD	5438.76	9264.18	1284.6	1558.56	1222.17	3491.85	1148.07	668.47	0.0	1569.92	1417.12	930.94	59.39	402.62	0.0	259.82	12.5	1422.14	4430.16	0.0	213.15	10.94	102.78	0.0	7.78	78.3	0.0	0.0	0.0	0.0	3.41	2.36	150.99	0.0	35.62	270.66	187.05	23.75	47.42	0.0	0.0	0.0	836.93	6.24	0.0	0.0	20.37	0.0	142.37	0.0	0.0	0.0	0.0
ENSG00000154655_L3MBTL4	2.67	6.35	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	70.97	109.11	0.61	0.45	0.0	26.82	1.93	0.0	2.09	15.08	247.89	107.62	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	28.81	0.0	0.0	0.0	3.4	0.0	2.44	0.0	0.0	0.0	1.42	0.0	0.83	0.56	0.55	0.0	0.0	0.0	0.0	0.0	0.31
ENSG00000145103_ILDR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.85	0.0	0.0	0.0	0.0	0.0	17.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000129675_ARHGEF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.62	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000051128_HOMER3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	491.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	401.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000151655_ITIH2	16.05	0.0	6.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	793.94	0.0	0.0	0.0	33.78	42.64	0.0	0.0	0.0	0.0	3.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197863_ZNF790	0.0	110.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.77	8.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000251003_ZFPM2-AS1	6.58	0.0	38.5	11.41	0.0	2.46	0.0	1.71	0.0	3.77	3.06	1.04	0.4	28.94	0.67	5.05	0.17	5.21	23.18	0.23	0.0	0.0	0.0	0.0	0.9	0.0	0.49	0.0	0.0	0.0	6.07	43.11	12.7	0.0	2.63	0.0	0.79	70.44	0.0	1.66	3.49	0.0	95.65	0.11	0.0	0.0	0.0	22.6	33.92	0.0	0.0	0.0	0.0
ENSG00000184761_AC013269.5	13.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000198087_CD2AP	812.75	138.51	289.14	926.87	0.0	646.07	0.0	121.09	0.0	94.16	70.69	536.03	1267.84	493.82	315.15	478.54	1224.71	859.28	2028.43	0.0	1516.19	1143.64	3692.73	0.0	1744.8	1002.0	2646.37	197.51	58.84	0.0	1275.21	592.5	286.94	157.88	633.85	907.2	2173.01	1729.17	858.57	339.07	449.11	0.0	937.84	319.02	0.0	59.98	429.2	0.0	0.0	0.0	57.04	0.0	181.62
ENSG00000267098_RP11-325K19.1	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	3.33	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000049192_ADAMTS6	0.0	323.53	0.0	158.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6	5.84	0.0	0.0	0.0	0.0	0.0	111.86	48.25	13.76	6.32	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000158089_GALNT14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.45	0.0	0.0	0.0	0.0	1.2	0.0	0.89	108.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000146350_TBC1D32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000141905_NFIC	0.0	0.0	0.0	0.0	0.0	2477.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3822.97	5153.34	1819.71	0.0	0.0	0.0	2678.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163697_APBB2	824.51	131.43	294.32	1147.24	0.0	121.33	0.0	665.76	0.0	691.89	631.43	297.78	251.08	296.92	223.25	163.01	350.34	340.88	135.82	192.12	335.01	440.77	5794.53	150.61	421.88	1521.62	1343.89	183.16	0.0	0.0	825.0	446.0	441.66	1177.25	1682.1	888.07	727.18	922.32	178.61	565.93	158.39	920.72	700.73	330.75	133.73	0.0	140.38	646.95	1096.26	0.0	615.49	0.0	196.79
ENSG00000183346_C10orf107	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	11.8	0.0	0.0	0.0	0.0	8.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000147996_CBWD5	4459.39	12156.77	2284.7	3846.5	0.0	3748.42	636.08	1632.25	0.0	1632.96	1308.92	3033.16	2397.46	2109.74	3456.82	13873.19	11782.57	7974.51	5864.1	1935.22	7641.63	5733.82	6810.97	1238.76	3397.85	6557.33	9443.11	2768.36	1727.45	3476.06	4882.03	4583.59	10888.03	0.0	10305.91	2786.31	5349.68	3825.63	2103.55	7032.13	7236.96	0.0	0.0	3619.03	1680.5	1481.39	2522.96	0.0	0.0	15552.38	3174.16	9485.75	6571.74
ENSG00000154864_PIEZO2	1225.26	754.17	1506.66	39.21	506.89	0.0	0.0	0.0	0.0	0.0	0.0	3.71	0.0	0.0	7.35	14.31	78.28	0.85	1.83	0.0	0.0	0.0	74.47	0.0	15.59	23.36	0.0	0.0	0.0	0.0	17.86	0.0	106.33	0.0	1.56	1358.3	0.85	2.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.09	0.0	0.0	0.0	0.0	0.0	0.0
